Statistic Label,Census Year,Garda District,Age,Sex,UNIT, VALUE 
Population,2011,Balbriggan,Age 80-84,Females,Number, 300 
Population,2011,Balbriggan,Age 85 and over,Males,Number, 119 
Population,2011,Balbriggan,Age 85 and over,Females,Number, 268 
Population,2011,Navan,Age 0,Males,Number, 472 
Population,2011,Navan,Age 0,Females,Number, 419 
Population,2011,Navan,Age 1,Males,Number, 471 
Population,2011,Navan,Age 1,Females,Number, 462 
Population,2011,Navan,Age 2,Males,Number, 477 
Population,2011,Navan,Age 2,Females,Number, 451 
Population,2011,Navan,Age 3,Males,Number, 475 
Population,2011,Navan,Age 3,Females,Number, 483 
Population,2011,Navan,Age 4,Males,Number, 453 
Population,2011,Navan,Age 4,Females,Number, 436 
Population,2011,Navan,Age 5,Males,Number, 440 
Population,2011,Navan,Age 5,Females,Number, 457 
Population,2011,Navan,Age 6,Males,Number, 452 
Population,2011,Navan,Age 6,Females,Number, 403 
Population,2011,Navan,Age 7,Males,Number, 436 
Population,2011,Navan,Age 7,Females,Number, 404 
Population,2011,Navan,Age 8,Males,Number, 419 
Population,2011,Navan,Age 8,Females,Number, 402 
Population,2011,Navan,Age 9,Males,Number, 441 
Population,2011,Navan,Age 9,Females,Number, 388 
Population,2011,Navan,Age 10,Males,Number, 375 
Population,2011,Navan,Age 10,Females,Number, 355 
Population,2011,Navan,Age 11,Males,Number, 357 
Population,2011,Navan,Age 11,Females,Number, 365 
Population,2011,Navan,Age 12,Males,Number, 381 
Population,2011,Navan,Age 12,Females,Number, 340 
Population,2011,Navan,Age 13,Males,Number, 329 
Population,2011,Navan,Age 13,Females,Number, 374 
Population,2011,Navan,Age 14,Males,Number, 344 
Population,2011,Navan,Age 14,Females,Number, 339 
Population,2011,Navan,Age 15,Males,Number, 379 
Population,2011,Navan,Age 15,Females,Number, 293 
Population,2011,Navan,Age 16,Males,Number, 291 
Population,2011,Navan,Age 16,Females,Number, 301 
Population,2011,Navan,Age 17,Males,Number, 296 
Population,2011,Navan,Age 17,Females,Number, 276 
Population,2011,Navan,Age 18,Males,Number, 286 
Population,2011,Navan,Age 18,Females,Number, 241 
Population,2011,Navan,Age 19,Males,Number, 301 
Population,2011,Navan,Age 19,Females,Number, 249 
Population,2011,Navan,Age 20-24,Males,Number," 1,328 "
Population,2011,Navan,Age 20-24,Females,Number," 1,355 "
Population,2011,Navan,Age 25-29,Males,Number," 1,721 "
Population,2011,Navan,Age 25-29,Females,Number," 1,871 "
Population,2011,Navan,Age 30-34,Males,Number," 2,133 "
Population,2011,Navan,Age 30-34,Females,Number," 2,306 "
Population,2011,Navan,Age 35-39,Males,Number," 2,319 "
Population,2011,Navan,Age 35-39,Females,Number," 2,362 "
Population,2011,Navan,Age 40-44,Males,Number," 1,983 "
Population,2011,Navan,Age 40-44,Females,Number," 1,933 "
Population,2011,Navan,Age 45-49,Males,Number," 1,653 "
Population,2011,Navan,Age 45-49,Females,Number," 1,600 "
Population,2011,Navan,Age 50-54,Males,Number," 1,437 "
Population,2011,Navan,Age 50-54,Females,Number," 1,353 "
Population,2011,Navan,Age 55-59,Males,Number," 1,205 "
Population,2011,Navan,Age 55-59,Females,Number," 1,214 "
Population,2011,Navan,Age 60-64,Males,Number," 1,087 "
Population,2011,Navan,Age 60-64,Females,Number," 1,016 "
Population,2011,Navan,Age 65-69,Males,Number, 806 
Population,2011,Navan,Age 65-69,Females,Number, 798 
Population,2011,Navan,Age 70-74,Males,Number, 548 
Population,2011,Navan,Age 70-74,Females,Number, 568 
Population,2011,Navan,Age 75-79,Males,Number, 362 
Population,2011,Navan,Age 75-79,Females,Number, 479 
Population,2011,Navan,Age 80-84,Males,Number, 242 
Population,2011,Navan,Age 80-84,Females,Number, 340 
Population,2011,Navan,Age 85 and over,Males,Number, 147 
Population,2011,Navan,Age 85 and over,Females,Number, 309 
Population,2011,Ardee,Age 0,Males,Number, 201 
Population,2011,Ardee,Age 0,Females,Number, 163 
Population,2011,Ardee,Age 1,Males,Number, 170 
Population,2011,Ardee,Age 1,Females,Number, 177 
Population,2011,Ardee,Age 2,Males,Number, 203 
Population,2011,Ardee,Age 2,Females,Number, 204 
Population,2011,Ardee,Age 3,Males,Number, 185 
Population,2011,Ardee,Age 3,Females,Number, 168 
Population,2011,Ardee,Age 4,Males,Number, 216 
Population,2011,Ardee,Age 4,Females,Number, 168 
Population,2011,Ardee,Age 5,Males,Number, 167 
Population,2011,Ardee,Age 5,Females,Number, 189 
Population,2011,Ardee,Age 6,Males,Number, 188 
Population,2011,Ardee,Age 6,Females,Number, 176 
Population,2011,Ardee,Age 7,Males,Number, 145 
Population,2011,Ardee,Age 7,Females,Number, 145 
Population,2011,Ardee,Age 8,Males,Number, 146 
Population,2011,Ardee,Age 8,Females,Number, 152 
Population,2011,Ardee,Age 9,Males,Number, 159 
Population,2011,Ardee,Age 9,Females,Number, 156 
Population,2011,Ardee,Age 10,Males,Number, 156 
Population,2011,Ardee,Age 10,Females,Number, 143 
Population,2011,Ardee,Age 11,Males,Number, 158 
Population,2011,Ardee,Age 11,Females,Number, 172 
Population,2011,Ardee,Age 12,Males,Number, 153 
Population,2011,Ardee,Age 12,Females,Number, 171 
Population,2011,Ardee,Age 13,Males,Number, 165 
Population,2011,Ardee,Age 13,Females,Number, 166 
Population,2011,Ardee,Age 14,Males,Number, 166 
Population,2011,Ardee,Age 14,Females,Number, 158 
Population,2011,Ardee,Age 15,Males,Number, 146 
Population,2011,Ardee,Age 15,Females,Number, 138 
Population,2011,Ardee,Age 16,Males,Number, 147 
Population,2011,Ardee,Age 16,Females,Number, 158 
Population,2011,Ardee,Age 17,Males,Number, 147 
Population,2011,Ardee,Age 17,Females,Number, 136 
Population,2011,Ardee,Age 18,Males,Number, 127 
Population,2011,Ardee,Age 18,Females,Number, 137 
Population,2011,Ardee,Age 19,Males,Number, 141 
Population,2011,Ardee,Age 19,Females,Number, 94 
Population,2011,Ardee,Age 20-24,Males,Number, 621 
Population,2011,Ardee,Age 20-24,Females,Number, 618 
Population,2011,Ardee,Age 25-29,Males,Number, 695 
Population,2011,Ardee,Age 25-29,Females,Number, 710 
Population,2011,Ardee,Age 30-34,Males,Number, 808 
Population,2011,Ardee,Age 30-34,Females,Number, 850 
Population,2011,Ardee,Age 35-39,Males,Number, 909 
Population,2011,Ardee,Age 35-39,Females,Number, 905 
Population,2011,Ardee,Age 40-44,Males,Number, 874 
Population,2011,Ardee,Age 40-44,Females,Number, 846 
Population,2011,Ardee,Age 45-49,Males,Number, 807 
Population,2011,Ardee,Age 45-49,Females,Number, 757 
Population,2011,Ardee,Age 50-54,Males,Number, 679 
Population,2011,Ardee,Age 50-54,Females,Number, 645 
Population,2011,Ardee,Age 55-59,Males,Number, 629 
Population,2011,Ardee,Age 55-59,Females,Number, 532 
Population,2011,Ardee,Age 60-64,Males,Number, 494 
Population,2011,Ardee,Age 60-64,Females,Number, 468 
Population,2011,Ardee,Age 65-69,Males,Number, 401 
Population,2011,Ardee,Age 65-69,Females,Number, 408 
Population,2011,Ardee,Age 70-74,Males,Number, 270 
Population,2011,Ardee,Age 70-74,Females,Number, 291 
Population,2011,Ardee,Age 75-79,Males,Number, 224 
Population,2011,Ardee,Age 75-79,Females,Number, 237 
Population,2011,Ardee,Age 80-84,Males,Number, 132 
Population,2011,Ardee,Age 80-84,Females,Number, 185 
Population,2011,Ardee,Age 85 and over,Males,Number, 84 
Population,2011,Ardee,Age 85 and over,Females,Number, 199 
Population,2011,Mullingar,Age 0,Males,Number, 452 
Population,2011,Mullingar,Age 0,Females,Number, 443 
Population,2011,Mullingar,Age 1,Males,Number, 420 
Population,2011,Mullingar,Age 1,Females,Number, 424 
Population,2011,Mullingar,Age 2,Males,Number, 423 
Population,2011,Mullingar,Age 2,Females,Number, 415 
Population,2011,Mullingar,Age 3,Males,Number, 464 
Population,2011,Mullingar,Age 3,Females,Number, 431 
Population,2011,Mullingar,Age 4,Males,Number, 447 
Population,2011,Mullingar,Age 4,Females,Number, 399 
Population,2011,Mullingar,Age 5,Males,Number, 437 
Population,2011,Mullingar,Age 5,Females,Number, 398 
Population,2011,Mullingar,Age 6,Males,Number, 422 
Population,2011,Mullingar,Age 6,Females,Number, 394 
Population,2011,Mullingar,Age 7,Males,Number, 386 
Population,2011,Mullingar,Age 7,Females,Number, 419 
Population,2011,Mullingar,Age 8,Males,Number, 388 
Population,2011,Mullingar,Age 8,Females,Number, 383 
Population,2011,Mullingar,Age 9,Males,Number, 424 
Population,2011,Mullingar,Age 9,Females,Number, 406 
Population,2011,Mullingar,Age 10,Males,Number, 412 
Population,2011,Mullingar,Age 10,Females,Number, 425 
Population,2011,Mullingar,Age 11,Males,Number, 366 
Population,2011,Mullingar,Age 11,Females,Number, 425 
Population,2011,Mullingar,Age 12,Males,Number, 418 
Population,2011,Mullingar,Age 12,Females,Number, 378 
Population,2011,Mullingar,Age 13,Males,Number, 402 
Population,2011,Mullingar,Age 13,Females,Number, 398 
Population,2011,Mullingar,Age 14,Males,Number, 369 
Population,2011,Mullingar,Age 14,Females,Number, 394 
Population,2011,Mullingar,Age 15,Males,Number, 393 
Population,2011,Mullingar,Age 15,Females,Number, 371 
Population,2011,Mullingar,Age 16,Males,Number, 369 
Population,2011,Mullingar,Age 16,Females,Number, 377 
Population,2011,Mullingar,Age 17,Males,Number, 368 
Population,2011,Mullingar,Age 17,Females,Number, 343 
Population,2011,Mullingar,Age 18,Males,Number, 317 
Population,2011,Mullingar,Age 18,Females,Number, 298 
Population,2011,Mullingar,Age 19,Males,Number, 291 
Population,2011,Mullingar,Age 19,Females,Number, 270 
Population,2011,Mullingar,Age 20-24,Males,Number," 1,342 "
Population,2011,Mullingar,Age 20-24,Females,Number," 1,427 "
Population,2011,Mullingar,Age 25-29,Males,Number," 1,665 "
Population,2011,Mullingar,Age 25-29,Females,Number," 1,900 "
Population,2011,Mullingar,Age 30-34,Males,Number," 1,960 "
Population,2011,Mullingar,Age 30-34,Females,Number," 2,092 "
Population,2011,Mullingar,Age 35-39,Males,Number," 2,047 "
Population,2011,Mullingar,Age 35-39,Females,Number," 2,160 "
Population,2011,Mullingar,Age 40-44,Males,Number," 2,017 "
Population,2011,Mullingar,Age 40-44,Females,Number," 1,975 "
Population,2011,Mullingar,Age 45-49,Males,Number," 1,753 "
Population,2011,Mullingar,Age 45-49,Females,Number," 1,818 "
Population,2011,Mullingar,Age 50-54,Males,Number," 1,541 "
Population,2011,Mullingar,Age 50-54,Females,Number," 1,532 "
Population,2011,Mullingar,Age 55-59,Males,Number," 1,330 "
Population,2011,Mullingar,Age 55-59,Females,Number," 1,277 "
Population,2011,Mullingar,Age 60-64,Males,Number," 1,136 "
Population,2011,Mullingar,Age 60-64,Females,Number," 1,104 "
Population,2011,Mullingar,Age 65-69,Males,Number, 870 
Population,2011,Mullingar,Age 65-69,Females,Number, 870 
Population,2011,Mullingar,Age 70-74,Males,Number, 695 
Population,2011,Mullingar,Age 70-74,Females,Number, 700 
Population,2011,Mullingar,Age 75-79,Males,Number, 517 
Population,2011,Mullingar,Age 75-79,Females,Number, 591 
Population,2011,Mullingar,Age 80-84,Males,Number, 305 
Population,2011,Mullingar,Age 80-84,Females,Number, 443 
Population,2011,Mullingar,Age 85 and over,Males,Number, 232 
Population,2011,Mullingar,Age 85 and over,Females,Number, 451 
Population,2011,Athlone,Age 0,Males,Number, 341 
Population,2011,Athlone,Age 0,Females,Number, 319 
Population,2011,Athlone,Age 1,Males,Number, 312 
Population,2011,Athlone,Age 1,Females,Number, 331 
Population,2011,Athlone,Age 2,Males,Number, 356 
Population,2011,Athlone,Age 2,Females,Number, 298 
Population,2011,Athlone,Age 3,Males,Number, 288 
Population,2011,Athlone,Age 3,Females,Number, 310 
Population,2011,Athlone,Age 4,Males,Number, 301 
Population,2011,Athlone,Age 4,Females,Number, 285 
Population,2011,Athlone,Age 5,Males,Number, 306 
Population,2011,Athlone,Age 5,Females,Number, 268 
Population,2011,Athlone,Age 6,Males,Number, 298 
Population,2011,Athlone,Age 6,Females,Number, 280 
Population,2011,Athlone,Age 7,Males,Number, 301 
Population,2011,Athlone,Age 7,Females,Number, 278 
Population,2011,Athlone,Age 8,Males,Number, 260 
Population,2011,Athlone,Age 8,Females,Number, 267 
Population,2011,Athlone,Age 9,Males,Number, 286 
Population,2011,Athlone,Age 9,Females,Number, 276 
Population,2011,Athlone,Age 10,Males,Number, 270 
Population,2011,Athlone,Age 10,Females,Number, 246 
Population,2011,Athlone,Age 11,Males,Number, 282 
Population,2011,Athlone,Age 11,Females,Number, 267 
Population,2011,Athlone,Age 12,Males,Number, 269 
Population,2011,Athlone,Age 12,Females,Number, 232 
Population,2011,Athlone,Age 13,Males,Number, 259 
Population,2011,Athlone,Age 13,Females,Number, 231 
Population,2011,Athlone,Age 14,Males,Number, 271 
Population,2011,Athlone,Age 14,Females,Number, 250 
Population,2011,Athlone,Age 15,Males,Number, 256 
Population,2011,Athlone,Age 15,Females,Number, 280 
Population,2011,Athlone,Age 16,Males,Number, 257 
Population,2011,Athlone,Age 16,Females,Number, 254 
Population,2011,Athlone,Age 17,Males,Number, 249 
Population,2011,Athlone,Age 17,Females,Number, 244 
Population,2011,Athlone,Age 18,Males,Number, 272 
Population,2011,Athlone,Age 18,Females,Number, 242 
Population,2011,Athlone,Age 19,Males,Number, 263 
Population,2011,Athlone,Age 19,Females,Number, 263 
Population,2011,Athlone,Age 20-24,Males,Number," 1,463 "
Population,2011,Athlone,Age 20-24,Females,Number," 1,434 "
Population,2011,Athlone,Age 25-29,Males,Number," 1,695 "
Population,2011,Athlone,Age 25-29,Females,Number," 1,771 "
Population,2011,Athlone,Age 30-34,Males,Number," 1,800 "
Population,2011,Athlone,Age 30-34,Females,Number," 1,768 "
Population,2011,Athlone,Age 35-39,Males,Number," 1,457 "
Population,2011,Athlone,Age 35-39,Females,Number," 1,500 "
Population,2011,Athlone,Age 40-44,Males,Number," 1,349 "
Population,2011,Athlone,Age 40-44,Females,Number," 1,351 "
Population,2011,Athlone,Age 45-49,Males,Number," 1,316 "
Population,2011,Athlone,Age 45-49,Females,Number," 1,262 "
Population,2011,Athlone,Age 50-54,Males,Number," 1,203 "
Population,2011,Athlone,Age 50-54,Females,Number," 1,175 "
Population,2011,Athlone,Age 55-59,Males,Number," 1,116 "
Population,2011,Athlone,Age 55-59,Females,Number," 1,043 "
Population,2011,Athlone,Age 60-64,Males,Number, 948 
Population,2011,Athlone,Age 60-64,Females,Number, 924 
Population,2011,Athlone,Age 65-69,Males,Number, 747 
Population,2011,Athlone,Age 65-69,Females,Number, 741 
Population,2011,Athlone,Age 70-74,Males,Number, 506 
Population,2011,Athlone,Age 70-74,Females,Number, 542 
Population,2011,Athlone,Age 75-79,Males,Number, 380 
Population,2011,Athlone,Age 75-79,Females,Number, 427 
Population,2011,Athlone,Age 80-84,Males,Number, 227 
Population,2011,Athlone,Age 80-84,Females,Number, 373 
Population,2011,Athlone,Age 85 and over,Males,Number, 165 
Population,2011,Athlone,Age 85 and over,Females,Number, 338 
Population,2011,Longford,Age 0,Males,Number, 204 
Population,2011,Longford,Age 0,Females,Number, 177 
Population,2011,Longford,Age 1,Males,Number, 181 
Population,2011,Longford,Age 1,Females,Number, 200 
Population,2011,Longford,Age 2,Males,Number, 196 
Population,2011,Longford,Age 2,Females,Number, 206 
Population,2011,Longford,Age 3,Males,Number, 211 
Population,2011,Longford,Age 3,Females,Number, 193 
Population,2011,Longford,Age 4,Males,Number, 204 
Population,2011,Longford,Age 4,Females,Number, 200 
Population,2011,Longford,Age 5,Males,Number, 175 
Population,2011,Longford,Age 5,Females,Number, 188 
Population,2011,Longford,Age 6,Males,Number, 189 
Population,2011,Longford,Age 6,Females,Number, 146 
Population,2011,Longford,Age 7,Males,Number, 172 
Population,2011,Longford,Age 7,Females,Number, 171 
Population,2011,Longford,Age 8,Males,Number, 192 
Population,2011,Longford,Age 8,Females,Number, 191 
Population,2011,Longford,Age 9,Males,Number, 191 
Population,2011,Longford,Age 9,Females,Number, 156 
Population,2011,Longford,Age 10,Males,Number, 171 
Population,2011,Longford,Age 10,Females,Number, 170 
Population,2011,Longford,Age 11,Males,Number, 169 
Population,2011,Longford,Age 11,Females,Number, 168 
Population,2011,Longford,Age 12,Males,Number, 174 
Population,2011,Longford,Age 12,Females,Number, 139 
Population,2011,Longford,Age 13,Males,Number, 164 
Population,2011,Longford,Age 13,Females,Number, 153 
Population,2011,Longford,Age 14,Males,Number, 151 
Population,2011,Longford,Age 14,Females,Number, 142 
Population,2011,Longford,Age 15,Males,Number, 169 
Population,2011,Longford,Age 15,Females,Number, 149 
Population,2011,Longford,Age 16,Males,Number, 147 
Population,2011,Longford,Age 16,Females,Number, 131 
Population,2011,Longford,Age 17,Males,Number, 147 
Population,2011,Longford,Age 17,Females,Number, 139 
Population,2011,Longford,Age 18,Males,Number, 116 
Population,2011,Longford,Age 18,Females,Number, 131 
Population,2011,Longford,Age 19,Males,Number, 119 
Population,2011,Longford,Age 19,Females,Number, 106 
Population,2011,Longford,Age 20-24,Males,Number, 616 
Population,2011,Longford,Age 20-24,Females,Number, 654 
Population,2011,Longford,Age 25-29,Males,Number, 795 
Population,2011,Longford,Age 25-29,Females,Number, 910 
Population,2011,Longford,Age 30-34,Males,Number, 931 
Population,2011,Longford,Age 30-34,Females,Number, 901 
Population,2011,Longford,Age 35-39,Males,Number, 880 
Population,2011,Longford,Age 35-39,Females,Number, 850 
Population,2011,Longford,Age 40-44,Males,Number, 812 
Population,2011,Longford,Age 40-44,Females,Number, 819 
Population,2011,Longford,Age 45-49,Males,Number, 739 
Population,2011,Longford,Age 45-49,Females,Number, 724 
Population,2011,Longford,Age 50-54,Males,Number, 656 
Population,2011,Longford,Age 50-54,Females,Number, 645 
Population,2011,Longford,Age 55-59,Males,Number, 650 
Population,2011,Longford,Age 55-59,Females,Number, 635 
Population,2011,Longford,Age 60-64,Males,Number, 615 
Population,2011,Longford,Age 60-64,Females,Number, 595 
Population,2011,Longford,Age 65-69,Males,Number, 477 
Population,2011,Longford,Age 65-69,Females,Number, 491 
Population,2011,Longford,Age 70-74,Males,Number, 323 
Population,2011,Longford,Age 70-74,Females,Number, 314 
Population,2011,Longford,Age 75-79,Males,Number, 254 
Population,2011,Longford,Age 75-79,Females,Number, 282 
Population,2011,Longford,Age 80-84,Males,Number, 129 
Population,2011,Longford,Age 80-84,Females,Number, 224 
Population,2011,Longford,Age 85 and over,Males,Number, 106 
Population,2011,Longford,Age 85 and over,Females,Number, 218 
Population,2011,Granard,Age 0,Males,Number, 141 
Population,2011,Granard,Age 0,Females,Number, 112 
Population,2011,Granard,Age 1,Males,Number, 140 
Population,2011,Granard,Age 1,Females,Number, 117 
Population,2011,Granard,Age 2,Males,Number, 128 
Population,2011,Granard,Age 2,Females,Number, 123 
Population,2011,Granard,Age 3,Males,Number, 134 
Population,2011,Granard,Age 3,Females,Number, 129 
Population,2011,Granard,Age 4,Males,Number, 125 
Population,2011,Granard,Age 4,Females,Number, 120 
Population,2011,Granard,Age 5,Males,Number, 127 
Population,2011,Granard,Age 5,Females,Number, 135 
Population,2011,Granard,Age 6,Males,Number, 125 
Population,2011,Granard,Age 6,Females,Number, 136 
Population,2011,Granard,Age 7,Males,Number, 141 
Population,2011,Granard,Age 7,Females,Number, 108 
Population,2011,Granard,Age 8,Males,Number, 141 
Population,2011,Granard,Age 8,Females,Number, 113 
Population,2011,Granard,Age 9,Males,Number, 136 
Population,2011,Granard,Age 9,Females,Number, 141 
Population,2011,Granard,Age 10,Males,Number, 135 
Population,2011,Granard,Age 10,Females,Number, 113 
Population,2011,Granard,Age 11,Males,Number, 119 
Population,2011,Granard,Age 11,Females,Number, 100 
Population,2011,Granard,Age 12,Males,Number, 133 
Population,2011,Granard,Age 12,Females,Number, 115 
Population,2011,Granard,Age 13,Males,Number, 100 
Population,2011,Granard,Age 13,Females,Number, 100 
Population,2011,Granard,Age 14,Males,Number, 110 
Population,2011,Granard,Age 14,Females,Number, 104 
Population,2011,Granard,Age 15,Males,Number, 116 
Population,2011,Granard,Age 15,Females,Number, 121 
Population,2011,Granard,Age 16,Males,Number, 103 
Population,2011,Granard,Age 16,Females,Number, 113 
Population,2011,Granard,Age 17,Males,Number, 111 
Population,2011,Granard,Age 17,Females,Number, 102 
Population,2011,Granard,Age 18,Males,Number, 96 
Population,2011,Granard,Age 18,Females,Number, 89 
Population,2011,Granard,Age 19,Males,Number, 84 
Population,2011,Granard,Age 19,Females,Number, 82 
Population,2011,Granard,Age 20-24,Males,Number, 455 
Population,2011,Granard,Age 20-24,Females,Number, 432 
Population,2011,Granard,Age 25-29,Males,Number, 490 
Population,2011,Granard,Age 25-29,Females,Number, 523 
Population,2011,Granard,Age 30-34,Males,Number, 562 
Population,2011,Granard,Age 30-34,Females,Number, 591 
Population,2011,Granard,Age 35-39,Males,Number, 617 
Population,2011,Granard,Age 35-39,Females,Number, 533 
Population,2011,Granard,Age 40-44,Males,Number, 587 
Population,2011,Granard,Age 40-44,Females,Number, 589 
Population,2011,Granard,Age 45-49,Males,Number, 546 
Population,2011,Granard,Age 45-49,Females,Number, 471 
Population,2011,Granard,Age 50-54,Males,Number, 534 
Population,2011,Granard,Age 50-54,Females,Number, 509 
Population,2011,Granard,Age 55-59,Males,Number, 533 
Population,2011,Granard,Age 55-59,Females,Number, 454 
Population,2011,Granard,Age 60-64,Males,Number, 459 
Population,2011,Granard,Age 60-64,Females,Number, 389 
Population,2011,Granard,Age 65-69,Males,Number, 327 
Population,2011,Granard,Age 65-69,Females,Number, 338 
Population,2011,Granard,Age 70-74,Males,Number, 270 
Population,2011,Granard,Age 70-74,Females,Number, 220 
Population,2011,Granard,Age 75-79,Males,Number, 215 
Population,2011,Granard,Age 75-79,Females,Number, 206 
Population,2011,Granard,Age 80-84,Males,Number, 111 
Population,2011,Granard,Age 80-84,Females,Number, 164 
Population,2011,Granard,Age 85 and over,Males,Number, 73 
Population,2011,Granard,Age 85 and over,Females,Number, 141 
Population,2011,Portlaoise,Age 0,Males,Number, 793 
Population,2011,Portlaoise,Age 0,Females,Number, 700 
Population,2011,Portlaoise,Age 1,Males,Number, 772 
Population,2011,Portlaoise,Age 1,Females,Number, 743 
Population,2011,Portlaoise,Age 2,Males,Number, 743 
Population,2011,Portlaoise,Age 2,Females,Number, 711 
Population,2011,Portlaoise,Age 3,Males,Number, 771 
Population,2011,Portlaoise,Age 3,Females,Number, 748 
Population,2011,Portlaoise,Age 4,Males,Number, 725 
Population,2011,Portlaoise,Age 4,Females,Number, 713 
Population,2011,Portlaoise,Age 5,Males,Number, 653 
Population,2011,Portlaoise,Age 5,Females,Number, 606 
Population,2011,Portlaoise,Age 6,Males,Number, 685 
Population,2011,Portlaoise,Age 6,Females,Number, 673 
Population,2011,Portlaoise,Age 7,Males,Number, 685 
Population,2011,Portlaoise,Age 7,Females,Number, 668 
Population,2011,Portlaoise,Age 8,Males,Number, 656 
Population,2011,Portlaoise,Age 8,Females,Number, 636 
Population,2011,Portlaoise,Age 9,Males,Number, 621 
Population,2011,Portlaoise,Age 9,Females,Number, 618 
Population,2011,Portlaoise,Age 10,Males,Number, 618 
Population,2011,Portlaoise,Age 10,Females,Number, 636 
Population,2011,Portlaoise,Age 11,Males,Number, 596 
Population,2011,Portlaoise,Age 11,Females,Number, 568 
Population,2011,Portlaoise,Age 12,Males,Number, 591 
Population,2011,Portlaoise,Age 12,Females,Number, 604 
Population,2011,Portlaoise,Age 13,Males,Number, 597 
Population,2011,Portlaoise,Age 13,Females,Number, 552 
Population,2011,Portlaoise,Age 14,Males,Number, 515 
Population,2011,Portlaoise,Age 14,Females,Number, 521 
Population,2011,Portlaoise,Age 15,Males,Number, 521 
Population,2011,Portlaoise,Age 15,Females,Number, 564 
Population,2011,Portlaoise,Age 16,Males,Number, 521 
Population,2011,Portlaoise,Age 16,Females,Number, 509 
Population,2011,Portlaoise,Age 17,Males,Number, 484 
Population,2011,Portlaoise,Age 17,Females,Number, 473 
Population,2011,Portlaoise,Age 18,Males,Number, 426 
Population,2011,Portlaoise,Age 18,Females,Number, 391 
Population,2011,Portlaoise,Age 19,Males,Number, 404 
Population,2011,Portlaoise,Age 19,Females,Number, 441 
Population,2011,Portlaoise,Age 20-24,Males,Number," 2,389 "
Population,2011,Portlaoise,Age 20-24,Females,Number," 2,286 "
Population,2011,Portlaoise,Age 25-29,Males,Number," 2,978 "
Population,2011,Portlaoise,Age 25-29,Females,Number," 3,079 "
Population,2011,Portlaoise,Age 30-34,Males,Number," 3,436 "
Population,2011,Portlaoise,Age 30-34,Females,Number," 3,418 "
Population,2011,Portlaoise,Age 35-39,Males,Number," 3,248 "
Population,2011,Portlaoise,Age 35-39,Females,Number," 3,217 "
Population,2011,Portlaoise,Age 40-44,Males,Number," 3,173 "
Population,2011,Portlaoise,Age 40-44,Females,Number," 2,929 "
Population,2011,Portlaoise,Age 45-49,Males,Number," 2,728 "
Population,2011,Portlaoise,Age 45-49,Females,Number," 2,565 "
Population,2011,Portlaoise,Age 50-54,Males,Number," 2,460 "
Population,2011,Portlaoise,Age 50-54,Females,Number," 2,234 "
Population,2011,Portlaoise,Age 55-59,Males,Number," 2,105 "
Population,2011,Portlaoise,Age 55-59,Females,Number," 1,924 "
Population,2011,Portlaoise,Age 60-64,Males,Number," 1,765 "
Population,2011,Portlaoise,Age 60-64,Females,Number," 1,665 "
Population,2011,Portlaoise,Age 65-69,Males,Number," 1,387 "
Population,2011,Portlaoise,Age 65-69,Females,Number," 1,356 "
Population,2011,Portlaoise,Age 70-74,Males,Number, 983 
Population,2011,Portlaoise,Age 70-74,Females,Number," 1,029 "
Population,2011,Portlaoise,Age 75-79,Males,Number, 762 
Population,2011,Portlaoise,Age 75-79,Females,Number, 848 
Population,2011,Portlaoise,Age 80-84,Males,Number, 519 
Population,2011,Portlaoise,Age 80-84,Females,Number, 620 
Population,2011,Portlaoise,Age 85 and over,Males,Number, 329 
Population,2011,Portlaoise,Age 85 and over,Females,Number, 540 
Population,2011,Birr,Age 0,Males,Number, 155 
Population,2011,Birr,Age 0,Females,Number, 159 
Population,2011,Birr,Age 1,Males,Number, 160 
Population,2011,Birr,Age 1,Females,Number, 174 
Population,2011,Birr,Age 2,Males,Number, 172 
Population,2011,Birr,Age 2,Females,Number, 171 
Population,2011,Birr,Age 3,Males,Number, 152 
Population,2011,Birr,Age 3,Females,Number, 151 
Population,2011,Birr,Age 4,Males,Number, 176 
Population,2011,Birr,Age 4,Females,Number, 153 
Population,2011,Birr,Age 5,Males,Number, 167 
Population,2011,Birr,Age 5,Females,Number, 168 
Population,2011,Birr,Age 6,Males,Number, 181 
Population,2011,Birr,Age 6,Females,Number, 156 
Population,2011,Birr,Age 7,Males,Number, 187 
Population,2011,Birr,Age 7,Females,Number, 169 
Population,2011,Birr,Age 8,Males,Number, 169 
Population,2011,Birr,Age 8,Females,Number, 169 
Population,2011,Birr,Age 9,Males,Number, 170 
Population,2011,Birr,Age 9,Females,Number, 159 
Population,2011,Birr,Age 10,Males,Number, 176 
Population,2011,Birr,Age 10,Females,Number, 162 
Population,2011,Birr,Age 11,Males,Number, 181 
Population,2011,Birr,Age 11,Females,Number, 180 
Population,2011,Birr,Age 12,Males,Number, 150 
Population,2011,Birr,Age 12,Females,Number, 162 
Population,2011,Birr,Age 13,Males,Number, 217 
Population,2011,Birr,Age 13,Females,Number, 171 
Population,2011,Birr,Age 14,Males,Number, 207 
Population,2011,Birr,Age 14,Females,Number, 157 
Population,2011,Birr,Age 15,Males,Number, 212 
Population,2011,Birr,Age 15,Females,Number, 172 
Population,2011,Birr,Age 16,Males,Number, 157 
Population,2011,Birr,Age 16,Females,Number, 156 
