STATISTIC,Statistic Label,TLIST(A1),Census Year,C04167V04938,Electoral Divisions,UNIT, VALUE 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d39-13a3-e055-000000000001,"Dubber, Fingal",Number," 5,114.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d7d-13a3-e055-000000000001,"Garristown, Fingal",Number," 1,140.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d94-13a3-e055-000000000001,"Hollywood, Fingal",Number," 1,069.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d95-13a3-e055-000000000001,"Holmpatrick, Fingal",Number," 2,877.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1daf-13a3-e055-000000000001,"Howth, Fingal",Number," 5,781.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1dc5-13a3-e055-000000000001,"Kilsallaghan, Fingal",Number," 1,912.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1dc6-13a3-e055-000000000001,"Kinsaley, Fingal",Number," 7,506.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1dc9-13a3-e055-000000000001,"Lucan North, Fingal",Number," 1,223.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ddf-13a3-e055-000000000001,"Lusk, Fingal",Number," 7,604.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1de0-13a3-e055-000000000001,"Malahide East, Fingal",Number," 5,369.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1de1-13a3-e055-000000000001,"Malahide West, Fingal",Number," 4,216.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1de5-13a3-e055-000000000001,"Portmarnock North, Fingal",Number," 2,863.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1dfe-13a3-e055-000000000001,"Portmarnock South, Fingal",Number," 3,131.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e15-13a3-e055-000000000001,"Rush, Fingal",Number," 7,874.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1c9f-13a3-e055-000000000001,"Skerries, Fingal",Number," 6,190.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca6-13a3-e055-000000000001,"Sutton, Fingal",Number," 4,115.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cb2-13a3-e055-000000000001,"Swords Village, Fingal",Number," 1,677.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca8-13a3-e055-000000000001,"Swords-Forrest, Fingal",Number," 10,588.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca7-13a3-e055-000000000001,"Swords-Glasmore, Fingal",Number," 5,692.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cb0-13a3-e055-000000000001,"Swords-Lissenhall, Fingal",Number," 7,741.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cb1-13a3-e055-000000000001,"Swords-Seatown, Fingal",Number," 5,046.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ce8-13a3-e055-000000000001,"The Ward, Fingal",Number," 6,994.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cea-13a3-e055-000000000001,"Turnapin, Fingal",Number," 1,224.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e25-13a3-e055-000000000001,"Ballinteer-Broadford, Dún Laoghaire-Rathdown",Number," 1,725.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e26-13a3-e055-000000000001,"Ballinteer-Ludford, Dún Laoghaire-Rathdown",Number," 1,494.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e27-13a3-e055-000000000001,"Ballinteer-Marley, Dún Laoghaire-Rathdown",Number," 1,503.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e28-13a3-e055-000000000001,"Ballinteer-Meadowbroads, Dún Laoghaire-Rathdown",Number," 1,119.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e29-13a3-e055-000000000001,"Ballinteer-Meadowmount, Dún Laoghaire-Rathdown",Number," 1,374.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e24-13a3-e055-000000000001,"Ballinteer-Woodpark, Dún Laoghaire-Rathdown",Number," 3,438.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e34-13a3-e055-000000000001,"Ballybrack, Dún Laoghaire-Rathdown",Number," 2,214.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e38-13a3-e055-000000000001,"Blackrock-Booterstown, Dún Laoghaire-Rathdown",Number," 1,785.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cbe-13a3-e055-000000000001,"Blackrock-Carysfort, Dún Laoghaire-Rathdown",Number," 3,471.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cbf-13a3-e055-000000000001,"Blackrock-Central, Dún Laoghaire-Rathdown",Number," 2,053.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cc0-13a3-e055-000000000001,"Blackrock-Glenomena, Dún Laoghaire-Rathdown",Number," 1,165.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e36-13a3-e055-000000000001,"Blackrock-Monkstown, Dún Laoghaire-Rathdown",Number," 2,058.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cc1-13a3-e055-000000000001,"Blackrock-Newpark, Dún Laoghaire-Rathdown",Number," 1,450.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e37-13a3-e055-000000000001,"Blackrock-Seapoint, Dún Laoghaire-Rathdown",Number, 870.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cc2-13a3-e055-000000000001,"Blackrock-Stradbrook, Dún Laoghaire-Rathdown",Number," 1,771.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cc3-13a3-e055-000000000001,"Blackrock-Templehill, Dún Laoghaire-Rathdown",Number," 1,679.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cc4-13a3-e055-000000000001,"Blackrock-Williamstown, Dún Laoghaire-Rathdown",Number," 1,392.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ce1-13a3-e055-000000000001,"Cabinteely-Granitefield, Dún Laoghaire-Rathdown",Number," 1,791.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ce2-13a3-e055-000000000001,"Cabinteely-Kilbogget, Dún Laoghaire-Rathdown",Number," 2,162.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ce3-13a3-e055-000000000001,"Cabinteely-Loughlinstown, Dún Laoghaire-Rathdown",Number," 2,767.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ce4-13a3-e055-000000000001,"Cabinteely-Pottery, Dún Laoghaire-Rathdown",Number," 3,371.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cf7-13a3-e055-000000000001,"Churchtown-Castle, Dún Laoghaire-Rathdown",Number," 1,220.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cf8-13a3-e055-000000000001,"Churchtown-Landscape, Dún Laoghaire-Rathdown",Number, 991.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cf9-13a3-e055-000000000001,"Churchtown-Nutgrove, Dún Laoghaire-Rathdown",Number," 2,260.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cfa-13a3-e055-000000000001,"Churchtown-Orwell, Dún Laoghaire-Rathdown",Number," 1,231.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1cfb-13a3-e055-000000000001,"Churchtown-Woodlawn, Dún Laoghaire-Rathdown",Number, 948.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d19-13a3-e055-000000000001,"Clonskeagh-Belfield, Dún Laoghaire-Rathdown",Number, 899.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d1a-13a3-e055-000000000001,"Clonskeagh-Farranboley, Dún Laoghaire-Rathdown",Number," 1,133.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d18-13a3-e055-000000000001,"Clonskeagh-Milltown, Dún Laoghaire-Rathdown",Number," 1,268.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d1b-13a3-e055-000000000001,"Clonskeagh-Roebuck, Dún Laoghaire-Rathdown",Number," 1,835.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d1c-13a3-e055-000000000001,"Clonskeagh-Windy Arbour, Dún Laoghaire-Rathdown",Number," 1,618.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d1d-13a3-e055-000000000001,"Dalkey Hill, Dún Laoghaire-Rathdown",Number, 882.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d1e-13a3-e055-000000000001,"Dalkey Upper, Dún Laoghaire-Rathdown",Number," 1,366.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d1f-13a3-e055-000000000001,"Dalkey-Avondale, Dún Laoghaire-Rathdown",Number, 964.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d20-13a3-e055-000000000001,"Dalkey-Bullock, Dún Laoghaire-Rathdown",Number," 1,116.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d37-13a3-e055-000000000001,"Dalkey-Coliemore, Dún Laoghaire-Rathdown",Number, 882.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d5a-13a3-e055-000000000001,"Dundrum-Balally, Dún Laoghaire-Rathdown",Number," 4,353.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d5b-13a3-e055-000000000001,"Dundrum-Kilmacud, Dún Laoghaire-Rathdown",Number," 1,967.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d5c-13a3-e055-000000000001,"Dundrum-Sandyford, Dún Laoghaire-Rathdown",Number," 4,059.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d5d-13a3-e055-000000000001,"Dundrum-Sweetmount, Dún Laoghaire-Rathdown",Number," 1,388.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d5e-13a3-e055-000000000001,"Dundrum-Taney, Dún Laoghaire-Rathdown",Number," 1,783.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d3a-13a3-e055-000000000001,"Dún Laoghaire-East Central, Dún Laoghaire-Rathdown",Number," 1,275.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d3b-13a3-e055-000000000001,"Dún Laoghaire-Glasthule, Dún Laoghaire-Rathdown",Number," 1,881.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d3c-13a3-e055-000000000001,"Dún Laoghaire-Glenageary, Dún Laoghaire-Rathdown",Number," 1,942.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d3d-13a3-e055-000000000001,"Dún Laoghaire-Monkstown Farm, Dún Laoghaire-Rathdown",Number," 1,495.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d3e-13a3-e055-000000000001,"Dún Laoghaire-Mount Town, Dún Laoghaire-Rathdown",Number," 1,498.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d3f-13a3-e055-000000000001,"Dún Laoghaire-Sallynoggin East, Dún Laoghaire-Rathdown",Number," 2,133.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d40-13a3-e055-000000000001,"Dún Laoghaire-Sallynoggin South, Dún Laoghaire-Rathdown",Number," 1,091.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d41-13a3-e055-000000000001,"Dún Laoghaire-Sallynoggin West, Dún Laoghaire-Rathdown",Number," 2,353.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d57-13a3-e055-000000000001,"Dún Laoghaire-Salthill, Dún Laoghaire-Rathdown",Number, 928.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d58-13a3-e055-000000000001,"Dún Laoghaire-Sandycove, Dún Laoghaire-Rathdown",Number," 2,294.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d59-13a3-e055-000000000001,"Dún Laoghaire-West Central, Dún Laoghaire-Rathdown",Number," 1,518.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d79-13a3-e055-000000000001,"Foxrock-Beechpark, Dún Laoghaire-Rathdown",Number," 1,133.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d7a-13a3-e055-000000000001,"Foxrock-Carrickmines, Dún Laoghaire-Rathdown",Number," 4,131.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d7b-13a3-e055-000000000001,"Foxrock-Deansgrange, Dún Laoghaire-Rathdown",Number," 1,651.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d7c-13a3-e055-000000000001,"Foxrock-Torquay, Dún Laoghaire-Rathdown",Number, 977.00 
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1d7e-13a3-e055-000000000001,"Glencullen, Dún Laoghaire-Rathdown",Number," 14,226.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1db0-13a3-e055-000000000001,"Killiney North, Dún Laoghaire-Rathdown",Number," 2,173.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1db1-13a3-e055-000000000001,"Killiney South, Dún Laoghaire-Rathdown",Number," 4,955.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e17-13a3-e055-000000000001,"Shankill-Rathmichael, Dún Laoghaire-Rathdown",Number," 3,944.00 "
F1008C02,Birthplace in county Dublin,2022,2022,94b26e15-6ed2-44c2-a0b0-207c369a2da8,"Shankill-Rathsallagh, Dún Laoghaire-Rathdown",Number," 2,382.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1e19-13a3-e055-000000000001,"Shankill-Shanganagh, Dún Laoghaire-Rathdown",Number," 3,642.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca0-13a3-e055-000000000001,"Stillorgan-Deerpark, Dún Laoghaire-Rathdown",Number," 1,871.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca1-13a3-e055-000000000001,"Stillorgan-Kilmacud, Dún Laoghaire-Rathdown",Number," 2,647.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca2-13a3-e055-000000000001,"Stillorgan-Leopardstown, Dún Laoghaire-Rathdown",Number," 1,507.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca3-13a3-e055-000000000001,"Stillorgan-Merville, Dún Laoghaire-Rathdown",Number," 1,868.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca4-13a3-e055-000000000001,"Stillorgan-Mount Merrion, Dún Laoghaire-Rathdown",Number," 1,623.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ca5-13a3-e055-000000000001,"Stillorgan-Priory, Dún Laoghaire-Rathdown",Number," 1,270.00 "
F1008C02,Birthplace in county Dublin,2022,2022,2ae19629-1ce9-13a3-e055-000000000001,"Tibradden, Dún Laoghaire-Rathdown",Number, 641.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1ceb-13a3-e055-000000000001,"Arran Quay A, Dublin City",Number, 253.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1cec-13a3-e055-000000000001,"Arran Quay B, Dublin City",Number, 478.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1ced-13a3-e055-000000000001,"Arran Quay C, Dublin City",Number, 433.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1cee-13a3-e055-000000000001,"Arran Quay D, Dublin City",Number, 466.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1cef-13a3-e055-000000000001,"Arran Quay E, Dublin City",Number, 612.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1cf0-13a3-e055-000000000001,"Ashtown A, Dublin City",Number," 1,599.00 "
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d03-13a3-e055-000000000001,"Ashtown B, Dublin City",Number, 463.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d04-13a3-e055-000000000001,"Ayrfield, Dublin City",Number, 284.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d05-13a3-e055-000000000001,"Ballybough A, Dublin City",Number, 268.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d06-13a3-e055-000000000001,"Ballybough B, Dublin City",Number, 381.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d08-13a3-e055-000000000001,"Ballygall A, Dublin City",Number, 159.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d09-13a3-e055-000000000001,"Ballygall B, Dublin City",Number, 194.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d07-13a3-e055-000000000001,"Ballygall C, Dublin City",Number, 492.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d0a-13a3-e055-000000000001,"Ballygall D, Dublin City",Number, 228.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d0b-13a3-e055-000000000001,"Ballymun A, Dublin City",Number, 149.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d0c-13a3-e055-000000000001,"Ballymun B, Dublin City",Number, 163.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d0d-13a3-e055-000000000001,"Ballymun C, Dublin City",Number, 258.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d0e-13a3-e055-000000000001,"Ballymun D, Dublin City",Number, 55.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d0f-13a3-e055-000000000001,"Ballymun E, Dublin City",Number, 194.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d10-13a3-e055-000000000001,"Ballymun F, Dublin City",Number, 197.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d11-13a3-e055-000000000001,"Beaumont A, Dublin City",Number, 277.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d12-13a3-e055-000000000001,"Beaumont B, Dublin City",Number, 597.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d21-13a3-e055-000000000001,"Beaumont C, Dublin City",Number, 277.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d22-13a3-e055-000000000001,"Beaumont D, Dublin City",Number, 222.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d23-13a3-e055-000000000001,"Beaumont E, Dublin City",Number, 266.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d24-13a3-e055-000000000001,"Beaumont F, Dublin City",Number, 468.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d25-13a3-e055-000000000001,"Botanic A, Dublin City",Number, 588.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d26-13a3-e055-000000000001,"Botanic B, Dublin City",Number, 739.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d27-13a3-e055-000000000001,"Botanic C, Dublin City",Number, 400.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d28-13a3-e055-000000000001,"Cabra East A, Dublin City",Number, 979.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d29-13a3-e055-000000000001,"Cabra East B, Dublin City",Number, 328.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d2a-13a3-e055-000000000001,"Cabra East C, Dublin City",Number, 498.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d2b-13a3-e055-000000000001,"Cabra West A, Dublin City",Number, 71.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d2c-13a3-e055-000000000001,"Cabra West B, Dublin City",Number, 120.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d2d-13a3-e055-000000000001,"Cabra West C, Dublin City",Number, 258.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d2e-13a3-e055-000000000001,"Cabra West D, Dublin City",Number, 337.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d31-13a3-e055-000000000001,"Carna, Dublin City",Number, 45.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d2f-13a3-e055-000000000001,"Chapelizod, Dublin City",Number, 528.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d30-13a3-e055-000000000001,"Cherry Orchard A, Dublin City",Number, 175.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d42-13a3-e055-000000000001,"Cherry Orchard C, Dublin City",Number, 101.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d43-13a3-e055-000000000001,"Clontarf East A, Dublin City",Number, 392.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d44-13a3-e055-000000000001,"Clontarf East B, Dublin City",Number," 1,070.00 "
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d45-13a3-e055-000000000001,"Clontarf East C, Dublin City",Number, 502.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d46-13a3-e055-000000000001,"Clontarf East D, Dublin City",Number, 467.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d47-13a3-e055-000000000001,"Clontarf East E, Dublin City",Number, 280.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d48-13a3-e055-000000000001,"Clontarf West A, Dublin City",Number, 394.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d49-13a3-e055-000000000001,"Clontarf West B, Dublin City",Number, 184.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d4a-13a3-e055-000000000001,"Clontarf West C, Dublin City",Number, 624.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d4b-13a3-e055-000000000001,"Clontarf West D, Dublin City",Number, 348.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d4c-13a3-e055-000000000001,"Clontarf West E, Dublin City",Number, 308.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d4d-13a3-e055-000000000001,"Crumlin A, Dublin City",Number, 219.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d4e-13a3-e055-000000000001,"Crumlin B, Dublin City",Number, 189.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d4f-13a3-e055-000000000001,"Crumlin C, Dublin City",Number, 195.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d50-13a3-e055-000000000001,"Crumlin D, Dublin City",Number, 316.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d62-13a3-e055-000000000001,"Crumlin E, Dublin City",Number, 135.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d63-13a3-e055-000000000001,"Crumlin F, Dublin City",Number, 375.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d64-13a3-e055-000000000001,"Decies, Dublin City",Number, 84.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d65-13a3-e055-000000000001,"Drumcondra South A, Dublin City",Number," 1,048.00 "
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d66-13a3-e055-000000000001,"Drumcondra South B, Dublin City",Number, 301.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d67-13a3-e055-000000000001,"Drumcondra South C, Dublin City",Number, 664.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d68-13a3-e055-000000000001,"Drumfinn, Dublin City",Number, 100.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d69-13a3-e055-000000000001,"Edenmore, Dublin City",Number, 155.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d6a-13a3-e055-000000000001,"Finglas North A, Dublin City",Number, 105.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d6b-13a3-e055-000000000001,"Finglas North B, Dublin City",Number, 75.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d6c-13a3-e055-000000000001,"Finglas North C, Dublin City",Number, 191.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d6d-13a3-e055-000000000001,"Finglas South A, Dublin City",Number, 58.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d6e-13a3-e055-000000000001,"Finglas South B, Dublin City",Number, 133.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d6f-13a3-e055-000000000001,"Finglas South C, Dublin City",Number, 56.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d70-13a3-e055-000000000001,"Finglas South D, Dublin City",Number, 70.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d71-13a3-e055-000000000001,"Grace Park, Dublin City",Number, 947.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d7f-13a3-e055-000000000001,"Grange A, Dublin City",Number, 607.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d80-13a3-e055-000000000001,"Grange B, Dublin City",Number, 387.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d81-13a3-e055-000000000001,"Grange C, Dublin City",Number, 143.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d82-13a3-e055-000000000001,"Grange D, Dublin City",Number, 352.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d83-13a3-e055-000000000001,"Grange E, Dublin City",Number, 221.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d84-13a3-e055-000000000001,"Harmonstown A, Dublin City",Number, 202.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d85-13a3-e055-000000000001,"Harmonstown B, Dublin City",Number, 181.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d86-13a3-e055-000000000001,"Inchicore A, Dublin City",Number, 289.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d87-13a3-e055-000000000001,"Inchicore B, Dublin City",Number, 88.00 
F1008C03,Birthplace elsewhere in Ireland (Republic),2022,2022,2ae19629-1d88-13a3-e055-000000000001,"Inns Quay A, Dublin City",Number, 622.00 
