Statistic Label,Electoral Division,Year,UNIT, VALUE ,Electoral Division Name,,,
Household median gross income,"027 Coole, Co. Westmeath",2016,Euro,"43,903.00",COOLE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"028 Coolure, Co. Westmeath",2016,Euro,"43,089.00",COOLURE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"029 Finnea, Co. Westmeath",2016,Euro,"38,168.00",FINNEA,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"030 Glore, Co. Westmeath",2016,Euro,"48,236.00",GLORE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"031 Knockarrow, Co. Westmeath",2016,Euro,"44,032.00",KNOCKARROW,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"032 Rathowen, Co. Westmeath",2016,Euro,"33,213.00",RATHOWEN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"033 Street, Co. Westmeath",2016,Euro,"33,970.00",STREET,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"034 Ballinlough, Co. Westmeath",2016,Euro,"45,576.00",BALLINLOUGH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"035 Ballyhealy, Co. Westmeath",2016,Euro,"41,147.00",BALLYHEALY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"036 Ballynaskeagh, Co. Westmeath",2016,Euro,"47,008.00",BALLYNASKEAGH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"037 Bracklin, Co. Westmeath",2016,Euro,"55,162.00",BRACKLIN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"038 Clonarney, Co. Westmeath",2016,Euro,"45,891.00",CLONARNEY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"039 Collinstown, Co. Westmeath",2016,Euro,"33,954.00",COLLINSTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"040 Copperalley, Co. Westmeath",2016,Euro,"43,027.00",COPPERALLEY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"041 Delvin, Co. Westmeath",2016,Euro,"38,021.00",DELVIN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"042 Faughalstown, Co. Westmeath",2016,Euro,"48,089.00",FAUGHALSTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"043 Fore East, Co. Westmeath",2016,Euro,"43,325.00",FORE EAST,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"044 Fore West, Co. Westmeath",2016,Euro,"49,408.00",FORE WEST,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"045 Hilltown, Co. Westmeath",2016,Euro,"44,571.00",HILLTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"046 Kilcumny, Co. Westmeath",2016,Euro,"36,814.00",KILCUMNY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"047 Killua, Co. Westmeath",2016,Euro,"44,551.00",KILLUA,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"048 Killulagh, Co. Westmeath",2016,Euro,"48,169.00",KILLULAGH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"049 Kilpatrick, Co. Westmeath",2016,Euro,"53,499.00",KILPATRICK,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"050 Kinturk, Co. Westmeath",2016,Euro,"34,456.00",KINTURK,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"051 Riverdale, Co. Westmeath",2016,Euro,"47,906.00",RIVERDALE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"052 Rosmead, Co. Westmeath",2016,Euro,"45,112.00",ROSMEAD,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"053 Ardnaglew, Co. Westmeath",2016,Euro,"55,733.00",ARDNAGLEW,1,CO. WESTMEATH,WESTMEATH
Household median gross income,999 Ballinalack / Lackan,2016,Euro,"42,744.00",BALLINALACK / LACKAN,1,Co. Westmeath,Westmeath
Household median gross income,"055 Ballykilmore, Co. Westmeath",2016,Euro,"43,120.00",BALLYKILMORE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"056 Ballymorin, Co. Westmeath",2016,Euro,"49,300.00",BALLYMORIN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"057 Ballynagore, Co. Westmeath",2016,Euro,"51,300.00",BALLYNAGORE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"058 Belvidere, Co. Westmeath",2016,Euro,"61,262.00",BELVIDERE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"059 Carrick, Co. Westmeath",2016,Euro,"54,699.00",CARRICK,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"060 Castle, Co. Westmeath",2016,Euro,"60,773.00",CASTLE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"061 Castlelost, Co. Westmeath",2016,Euro,"39,646.00",CASTLELOST,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"062 Castletown, Co. Westmeath",2016,Euro,"44,558.00",CASTLETOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"063 Churchtown, Co. Westmeath",2016,Euro,"51,619.00",CHURCHTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"064 Cloghan, Co. Westmeath",2016,Euro,"48,007.00",CLOGHAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"065 Clonfad, Co. Westmeath",2016,Euro,"40,931.00",CLONFAD,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"066 Clonlost, Co. Westmeath",2016,Euro,"42,212.00",CLONLOST,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"067 Derrymore, Co. Westmeath",2016,Euro,"52,919.00",DERRYMORE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"068 Dysart, Co. Westmeath",2016,Euro,"42,314.00",DYSART,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"069 Emper, Co. Westmeath",2016,Euro,"47,891.00",EMPER,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"070 Enniscoffey, Co. Westmeath",2016,Euro,"50,426.00",ENNISCOFFEY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"071 Gaybrook, Co. Westmeath",2016,Euro,"60,882.00",GAYBROOK,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"072 Glenlough, Co. Westmeath",2016,Euro,"40,188.00",GLENLOUGH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"073 Greenpark, Co. Westmeath",2016,Euro,"40,203.00",GREENPARK,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"074 Griffinstown, Co. Westmeath",2016,Euro,"60,542.00",GRIFFINSTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"075 Heathstown, Co. Westmeath",2016,Euro,"55,652.00",HEATHSTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"076 Hopestown, Co. Westmeath",2016,Euro,"62,992.00",HOPESTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"077 Huntingdon, Co. Westmeath",2016,Euro,"46,238.00",HUNTINGDON,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"078 Jamestown, Co. Westmeath",2016,Euro,"42,316.00",JAMESTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"079 Kilbeggan, Co. Westmeath",2016,Euro,"34,939.00",KILBEGGAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"080 Kilbixy, Co. Westmeath",2016,Euro,"35,875.00",KILBIXY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"081 Killare, Co. Westmeath",2016,Euro,"43,594.00",KILLARE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"082 Killucan, Co. Westmeath",2016,Euro,"46,655.00",KILLUCAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"083 Kinnegad, Co. Westmeath",2016,Euro,"41,711.00",KINNEGAD,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"084 Knockdrin, Co. Westmeath",2016,Euro,"54,832.00",KNOCKDRIN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"086 Lauree, Co. Westmeath",2016,Euro,"42,133.00",LAUREE,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"087 Middleton, Co. Westmeath",2016,Euro,"47,639.00",MIDDLETON,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"088 Milltown, Co. Westmeath",2016,Euro,"36,830.00",MILLTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"089 Mullingar Rural, Co. Westmeath",2016,Euro,"47,538.00",MULLINGAR RURAL,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"090 Mullingar North Urban, Co. Westmeath",2016,Euro,"30,544.00",MULLINGAR NORTH URBAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"091 Mullingar South Urban, Co. Westmeath",2016,Euro,"38,518.00",MULLINGAR SOUTH URBAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"092 Multyfarnham, Co. Westmeath",2016,Euro,"48,232.00",MULTYFARNHAM,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"093 Newtown, Co. Westmeath",2016,Euro,"48,191.00",NEWTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"094 Owel, Co. Westmeath",2016,Euro,"61,970.00",OWEL,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"095 Portloman, Co. Westmeath",2016,Euro,"54,357.00",PORTLOMAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"096 Raharney, Co. Westmeath",2016,Euro,"46,698.00",RAHARNEY,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"097 Rahugh, Co. Westmeath",2016,Euro,"47,254.00",RAHUGH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"098 Rathconrath, Co. Westmeath",2016,Euro,"49,901.00",RATHCONRATH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"099 Russellstown, Co. Westmeath",2016,Euro,"55,212.00",RUSSELLSTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"100 Skeagh, Co. Westmeath",2016,Euro,"43,951.00",SKEAGH,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"101 Sonna, Co. Westmeath",2016,Euro,"46,617.00",SONNA,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"102 Stonehall, Co. Westmeath",2016,Euro,"52,792.00",STONEHALL,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"103 Streamstown, Co. Westmeath",2016,Euro,"37,178.00",STREAMSTOWN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"104 Taghmon, Co. Westmeath",2016,Euro,"48,930.00",TAGHMON,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"105 Tullaghan, Co. Westmeath",2016,Euro,"59,730.00",TULLAGHAN,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"106 Woodland, Co. Westmeath",2016,Euro,"58,152.00",WOODLAND,1,CO. WESTMEATH,WESTMEATH
Household median gross income,"001 Enniscorthy Urban, Co. Wexford",2016,Euro,"23,763.00",ENNISCORTHY URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"002 New Ross Urban, Co. Wexford",2016,Euro,"27,052.00",NEW ROSS URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"003 Rosbercon Urban, Co. Wexford",2016,Euro,"27,022.00",ROSBERCON URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"004 Wexford No. 1 Urban, Co. Wexford",2016,Euro,"24,104.00",WEXFORD NO. 1 URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"005 Wexford No. 2 Urban, Co. Wexford",2016,Euro,"28,079.00",WEXFORD NO. 2 URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"006 Wexford No. 3 Urban, Co. Wexford",2016,Euro,"25,017.00",WEXFORD NO. 3 URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"007 Ballindaggan, Co. Wexford",2016,Euro,"38,613.00",BALLINDAGGAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"008 Ballycarney, Co. Wexford",2016,Euro,"51,156.00",BALLYCARNEY,1,CO. WEXFORD,WEXFORD
Household median gross income,"009 Ballyhoge, Co. Wexford",2016,Euro,"38,333.00",BALLYHOGE,1,CO. WEXFORD,WEXFORD
Household median gross income,"010 Ballyhuskard, Co. Wexford",2016,Euro,"42,849.00",BALLYHUSKARD,1,CO. WEXFORD,WEXFORD
Household median gross income,"011 Ballymore, Co. Wexford",2016,Euro,"44,060.00",BALLYMORE,1,CO. WEXFORD,WEXFORD
Household median gross income,"012 Ballyvaldon, Co. Wexford",2016,Euro,"41,727.00",BALLYVALDON,1,CO. WEXFORD,WEXFORD
Household median gross income,"013 Bolaboy, Co. Wexford",2016,Euro,"41,044.00",BOLABOY,1,CO. WEXFORD,WEXFORD
Household median gross income,"014 Bree, Co. Wexford",2016,Euro,"50,644.00",BREE,1,CO. WEXFORD,WEXFORD
Household median gross income,"015 Castleboro, Co. Wexford",2016,Euro,"43,754.00",CASTLEBORO,1,CO. WEXFORD,WEXFORD
Household median gross income,"016 Castledockrell, Co. Wexford",2016,Euro,"43,180.00",CASTLEDOCKRELL,1,CO. WEXFORD,WEXFORD
Household median gross income,"017 Castle Ellis, Co. Wexford",2016,Euro,"41,657.00",CASTLE ELLIS,1,CO. WEXFORD,WEXFORD
Household median gross income,"018 Castle Talbot, Co. Wexford",2016,Euro,"36,746.00",CASTLE TALBOT,1,CO. WEXFORD,WEXFORD
Household median gross income,"019 Clonroche, Co. Wexford",2016,Euro,"35,706.00",CLONROCHE,1,CO. WEXFORD,WEXFORD
Household median gross income,"020 Edermine, Co. Wexford",2016,Euro,"43,287.00",EDERMINE,1,CO. WEXFORD,WEXFORD
Household median gross income,"021 Enniscorthy Rural (Part Urban), Co. Wexford",2016,Euro,"34,840.00",ENNISCORTHY RURAL (PART URBAN),1,CO. WEXFORD,WEXFORD
Household median gross income,"022 Ferns, Co. Wexford",2016,Euro,"31,817.00",FERNS,1,CO. WEXFORD,WEXFORD
Household median gross income,"023 Kilbora, Co. Wexford",2016,Euro,"52,987.00",KILBORA,1,CO. WEXFORD,WEXFORD
Household median gross income,"024 Kilcormick, Co. Wexford",2016,Euro,"47,134.00",KILCORMICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"025 Killann, Co. Wexford",2016,Euro,"44,861.00",KILLANN,1,CO. WEXFORD,WEXFORD
Household median gross income,"026 Kilmallock, Co. Wexford",2016,Euro,"46,701.00",KILMALLOCK,1,CO. WEXFORD,WEXFORD
Household median gross income,"027 Killoughrum, Co. Wexford",2016,Euro,"43,917.00",KILLOUGHRUM,1,CO. WEXFORD,WEXFORD
Household median gross income,"028 Kilrush, Co. Wexford",2016,Euro,"42,653.00",KILRUSH,1,CO. WEXFORD,WEXFORD
Household median gross income,"029 Kiltealy, Co. Wexford",2016,Euro,"39,146.00",KILTEALY,1,CO. WEXFORD,WEXFORD
Household median gross income,"030 Marshalstown, Co. Wexford",2016,Euro,"46,654.00",MARSHALSTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"031 Moyacomb, Co. Wexford",2016,Euro,"53,720.00",MOYACOMB,1,CO. WEXFORD,WEXFORD
Household median gross income,"032 Newtownbarry, Co. Wexford",2016,Euro,"33,578.00",NEWTOWNBARRY,1,CO. WEXFORD,WEXFORD
Household median gross income,"033 Rossard, Co. Wexford",2016,Euro,"43,824.00",ROSSARD,1,CO. WEXFORD,WEXFORD
Household median gross income,"034 St. Mary's, Co. Wexford",2016,Euro,"47,879.00",ST. MARY'S,1,CO. WEXFORD,WEXFORD
Household median gross income,"035 The Harrow, Co. Wexford",2016,Euro,"44,428.00",THE HARROW,1,CO. WEXFORD,WEXFORD
Household median gross income,"036 The Leap, Co. Wexford",2016,Euro,"46,734.00",THE LEAP,1,CO. WEXFORD,WEXFORD
Household median gross income,"037 Tinnacross, Co. Wexford",2016,Euro,"42,370.00",TINNACROSS,1,CO. WEXFORD,WEXFORD
Household median gross income,"038 Tombrack, Co. Wexford",2016,Euro,"46,035.00",TOMBRACK,1,CO. WEXFORD,WEXFORD
Household median gross income,"039 Ardamine, Co. Wexford",2016,Euro,"34,584.00",ARDAMINE,1,CO. WEXFORD,WEXFORD
Household median gross income,"040 Balloughter, Co. Wexford",2016,Euro,"42,205.00",BALLOUGHTER,1,CO. WEXFORD,WEXFORD
Household median gross income,"041 Ballybeg, Co. Wexford",2016,Euro,"46,666.00",BALLYBEG,1,CO. WEXFORD,WEXFORD
Household median gross income,"042 Ballycanew, Co. Wexford",2016,Euro,"35,603.00",BALLYCANEW,1,CO. WEXFORD,WEXFORD
Household median gross income,"043 Ballyellis, Co. Wexford",2016,Euro,"47,181.00",BALLYELLIS,1,CO. WEXFORD,WEXFORD
Household median gross income,"044 Ballygarrett, Co. Wexford",2016,Euro,"41,042.00",BALLYGARRETT,1,CO. WEXFORD,WEXFORD
Household median gross income,"045 Ballylarkin, Co. Wexford",2016,Euro,"47,600.00",BALLYLARKIN,1,CO. WEXFORD,WEXFORD
Household median gross income,"046 Ballynestragh, Co. Wexford",2016,Euro,"56,855.00",BALLYNESTRAGH,1,CO. WEXFORD,WEXFORD
Household median gross income,"047 Cahore, Co. Wexford",2016,Euro,"37,504.00",CAHORE,1,CO. WEXFORD,WEXFORD
Household median gross income,"048 Coolgreany, Co. Wexford",2016,Euro,"43,685.00",COOLGREANY,1,CO. WEXFORD,WEXFORD
Household median gross income,"049 Courtown, Co. Wexford",2016,Euro,"39,507.00",COURTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"050 Ford, Co. Wexford",2016,Euro,"35,940.00",FORD,1,CO. WEXFORD,WEXFORD
Household median gross income,"051 Gorey Rural, Co. Wexford",2016,Euro,"40,382.00",GOREY RURAL,1,CO. WEXFORD,WEXFORD
Household median gross income,"052 Gorey Urban, Co. Wexford",2016,Euro,"31,045.00",GOREY URBAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"053 Huntingtown, Co. Wexford",2016,Euro,"52,190.00",HUNTINGTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"054 Kilcomb, Co. Wexford",2016,Euro,"41,555.00",KILCOMB,1,CO. WEXFORD,WEXFORD
Household median gross income,"055 Kilgorman, Co. Wexford",2016,Euro,"48,881.00",KILGORMAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"056 Killenagh, Co. Wexford",2016,Euro,"44,190.00",KILLENAGH,1,CO. WEXFORD,WEXFORD
Household median gross income,"057 Killincooly, Co. Wexford",2016,Euro,"30,720.00",KILLINCOOLY,1,CO. WEXFORD,WEXFORD
Household median gross income,"058 Kilnahue, Co. Wexford",2016,Euro,"49,196.00",KILNAHUE,1,CO. WEXFORD,WEXFORD
Household median gross income,"059 Limerick, Co. Wexford",2016,Euro,"51,583.00",LIMERICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"060 Monamolin, Co. Wexford",2016,Euro,"39,834.00",MONAMOLIN,1,CO. WEXFORD,WEXFORD
Household median gross income,"061 Monaseed, Co. Wexford",2016,Euro,"47,730.00",MONASEED,1,CO. WEXFORD,WEXFORD
Household median gross income,"062 Rossminoge, Co. Wexford",2016,Euro,"49,029.00",ROSSMINOGE,1,CO. WEXFORD,WEXFORD
Household median gross income,"063 Wells, Co. Wexford",2016,Euro,"43,117.00",WELLS,1,CO. WEXFORD,WEXFORD
Household median gross income,"064 Wingfield, Co. Wexford",2016,Euro,"45,970.00",WINGFIELD,1,CO. WEXFORD,WEXFORD
Household median gross income,"065 Adamstown, Co. Wexford",2016,Euro,"37,371.00",ADAMSTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"066 Ballyanne, Co. Wexford",2016,Euro,"38,486.00",BALLYANNE,1,CO. WEXFORD,WEXFORD
Household median gross income,"067 Ballyhack, Co. Wexford",2016,Euro,"36,736.00",BALLYHACK,1,CO. WEXFORD,WEXFORD
Household median gross income,"068 Barrack Village, Co. Wexford",2016,Euro,"41,932.00",BARRACK VILLAGE,1,CO. WEXFORD,WEXFORD
Household median gross income,"069 Barronstown, Co. Wexford",2016,Euro,"49,057.00",BARRONSTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"070 Carnagh, Co. Wexford",2016,Euro,"44,656.00",CARNAGH,1,CO. WEXFORD,WEXFORD
Household median gross income,"071 Carrickbyrne, Co. Wexford",2016,Euro,"45,506.00",CARRICKBYRNE,1,CO. WEXFORD,WEXFORD
Household median gross income,"072 Clongeen, Co. Wexford",2016,Euro,"35,228.00",CLONGEEN,1,CO. WEXFORD,WEXFORD
Household median gross income,"073 Clonleigh, Co. Wexford",2016,Euro,"49,506.00",CLONLEIGH,1,CO. WEXFORD,WEXFORD
Household median gross income,"074 Dunmain, Co. Wexford",2016,Euro,"51,101.00",DUNMAIN,1,CO. WEXFORD,WEXFORD
Household median gross income,"075 Fethard, Co. Wexford",2016,Euro,"33,700.00",FETHARD,1,CO. WEXFORD,WEXFORD
Household median gross income,"076 Horetown, Co. Wexford",2016,Euro,"40,590.00",HORETOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"077 Inch, Co. Wexford",2016,Euro,"43,320.00",INCH,1,CO. WEXFORD,WEXFORD
Household median gross income,"078 Kilgarvan, Co. Wexford",2016,Euro,"42,304.00",KILGARVAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"079 Killesk, Co. Wexford",2016,Euro,"40,272.00",KILLESK,1,CO. WEXFORD,WEXFORD
Household median gross income,"080 Kilmokea, Co. Wexford",2016,Euro,"34,279.00",KILMOKEA,1,CO. WEXFORD,WEXFORD
Household median gross income,"081 Newbawn, Co. Wexford",2016,Euro,"37,486.00",NEWBAWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"082 New Ross Rural, Co. Wexford",2016,Euro,"38,744.00",NEW ROSS RURAL,1,CO. WEXFORD,WEXFORD
Household median gross income,"083 Oldcourt, Co. Wexford",2016,Euro,"54,668.00",OLDCOURT,1,CO. WEXFORD,WEXFORD
Household median gross income,"084 Old Ross, Co. Wexford",2016,Euro,"51,172.00",OLD ROSS,1,CO. WEXFORD,WEXFORD
Household median gross income,"085 Rathroe, Co. Wexford",2016,Euro,"38,282.00",RATHROE,1,CO. WEXFORD,WEXFORD
Household median gross income,"086 Rochestown, Co. Wexford",2016,Euro,"55,944.00",ROCHESTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"087 Templeludigan, Co. Wexford",2016,Euro,"49,785.00",TEMPLELUDIGAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"088 Templetown, Co. Wexford",2016,Euro,"41,527.00",TEMPLETOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"089 Tintern, Co. Wexford",2016,Euro,"36,675.00",TINTERN,1,CO. WEXFORD,WEXFORD
Household median gross income,"090 Whitechurch, Co. Wexford",2016,Euro,"49,339.00",WHITECHURCH,2,CO. WEXFORD,WEXFORD
Household median gross income,"091 Whitemoor, Co. Wexford",2016,Euro,"44,770.00",WHITEMOOR,1,CO. WEXFORD,WEXFORD
Household median gross income,"092 Ardcavan, Co. Wexford",2016,Euro,"42,977.00",ARDCAVAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"093 Ardcolm, Co. Wexford",2016,Euro,"37,755.00",ARDCOLM,1,CO. WEXFORD,WEXFORD
Household median gross income,"094 Artramon, Co. Wexford",2016,Euro,"41,408.00",ARTRAMON,1,CO. WEXFORD,WEXFORD
Household median gross income,"095 Aughwilliam, Co. Wexford",2016,Euro,"47,432.00",AUGHWILLIAM,1,CO. WEXFORD,WEXFORD
Household median gross income,"096 Ballymitty, Co. Wexford",2016,Euro,"38,783.00",BALLYMITTY,1,CO. WEXFORD,WEXFORD
Household median gross income,"097 Bannow, Co. Wexford",2016,Euro,"36,262.00",BANNOW,1,CO. WEXFORD,WEXFORD
Household median gross income,"098 Bridgetown, Co. Wexford",2016,Euro,"43,442.00",BRIDGETOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"099 Carrick, Co. Wexford",2016,Euro,"59,693.00",CARRICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"100 Drinagh, Co. Wexford",2016,Euro,"48,123.00",DRINAGH,1,CO. WEXFORD,WEXFORD
Household median gross income,"101 Duncormick, Co. Wexford",2016,Euro,"36,047.00",DUNCORMICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"102 Forth, Co. Wexford",2016,Euro,"45,379.00",FORTH,1,CO. WEXFORD,WEXFORD
Household median gross income,"103 Glynn, Co. Wexford",2016,Euro,"46,749.00",GLYNN,1,CO. WEXFORD,WEXFORD
Household median gross income,"104 Harperstown, Co. Wexford",2016,Euro,"42,319.00",HARPERSTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"105 Harristown, Co. Wexford",2016,Euro,"39,686.00",HARRISTOWN,1,CO. WEXFORD,WEXFORD
Household median gross income,"106 Kilbride, Co. Wexford",2016,Euro,"48,038.00",KILBRIDE,1,CO. WEXFORD,WEXFORD
Household median gross income,"107 Kilcowan, Co. Wexford",2016,Euro,"49,115.00",KILCOWAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"108 Killag, Co. Wexford",2016,Euro,"38,667.00",KILLAG,1,CO. WEXFORD,WEXFORD
Household median gross income,"109 Killinick, Co. Wexford",2016,Euro,"44,062.00",KILLINICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"110 Killurin, Co. Wexford",2016,Euro,"51,490.00",KILLURIN,1,CO. WEXFORD,WEXFORD
Household median gross income,"111 Kilmore, Co. Wexford",2016,Euro,"33,648.00",KILMORE,1,CO. WEXFORD,WEXFORD
Household median gross income,"112 Kilpatrick, Co. Wexford",2016,Euro,"55,372.00",KILPATRICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"113 Kilscoran, Co. Wexford",2016,Euro,"35,228.00",KILSCORAN,1,CO. WEXFORD,WEXFORD
Household median gross income,"114 Lady's Island, Co. Wexford",2016,Euro,"33,380.00",LADY'S ISLAND,1,CO. WEXFORD,WEXFORD
Household median gross income,"115 Mayglass, Co. Wexford",2016,Euro,"48,547.00",MAYGLASS,1,CO. WEXFORD,WEXFORD
Household median gross income,"116 Newcastle, Co. Wexford",2016,Euro,"47,291.00",NEWCASTLE,1,CO. WEXFORD,WEXFORD
Household median gross income,"117 Rathaspick, Co. Wexford",2016,Euro,"50,199.00",RATHASPICK,1,CO. WEXFORD,WEXFORD
Household median gross income,"118 Rosslare, Co. Wexford",2016,Euro,"33,083.00",ROSSLARE,1,CO. WEXFORD,WEXFORD
Household median gross income,"119 St. Helen's, Co. Wexford",2016,Euro,"32,625.00",ST. HELEN'S,1,CO. WEXFORD,WEXFORD
Household median gross income,"120 Tacumshin, Co. Wexford",2016,Euro,"39,814.00",TACUMSHIN,1,CO. WEXFORD,WEXFORD
Household median gross income,"121 Taghmon, Co. Wexford",2016,Euro,"30,633.00",TAGHMON,1,CO. WEXFORD,WEXFORD
Household median gross income,"122 Tomhaggard, Co. Wexford",2016,Euro,"40,236.00",TOMHAGGARD,1,CO. WEXFORD,WEXFORD
Household median gross income,"123 Wexford Rural (Part Urban), Co. Wexford",2016,Euro,"39,915.00",WEXFORD RURAL (PART URBAN),1,CO. WEXFORD,WEXFORD
Household median gross income,"124 Whitechurch, Co. Wexford",2016,Euro,"42,080.00",WHITECHURCH,2,CO. WEXFORD,WEXFORD
Household median gross income,"001 Arklow No. 1 Urban, Co. Wicklow",2016,Euro,"37,070.00",ARKLOW NO. 1 URBAN,1,CO. WICKLOW,WICKLOW
Household median gross income,"002 Arklow No. 2 Urban, Co. Wicklow",2016,Euro,"41,549.00",ARKLOW NO. 2 URBAN,1,CO. WICKLOW,WICKLOW
Household median gross income,"003 Bray No. 1, Co. Wicklow",2016,Euro,"33,988.00",BRAY NO. 1,1,CO. WICKLOW,WICKLOW
